Id	Count
102377	234
102378	1388
102379	110
102381	237
102382	3148
102383	962
102385	0
102386	4
102401	563
102403	535
102411	126
102414	182
102416	278
102437	706
102441	3
102444	245
102451	1182
102454	20
102458	1225
102461	1160
102464	1755
102467	0
102468	87
102476	3094
102482	1773
102487	1094
102489	3
102492	2
102497	675
102499	652
102500	73
102504	24
102512	2363
102521	8
102554	430
102555	1241
102559	1366
102561	85
102562	0
102567	3
102572	347
102579	3218
102581	2118
102582	1094
102593	887
102599	1050
102603	210
102607	758
102612	838
102616	1416
102617	2323
102619	809
102627	1140
102637	0
102640	276
102641	790
102648	2367
102650	830
102652	683
102655	1592
102659	720
102668	1227
102672	1904
102673	989
102676	427
102677	11
102680	0
102686	6
102694	1940
102700	6759
102705	431
102711	2405
102723	1644
102735	333
102737	6682
102738	495
102743	1986
102744	1081
102763	290
102766	841
102769	785
102772	0
102773	2
102774	1
102775	4
102776	915
102778	21
102779	42
102780	0
102785	23
102787	7
102788	6
102789	55
102794	451
102799	712
102813	2202
102816	2783
102820	24
102830	1263
102836	0
102837	2360
102846	408
102850	0
102851	37
102855	146
102863	319
102864	52
102870	6938
102871	492
102876	48
102884	2
102887	0
102890	54
102892	269
102901	707
102904	2697
102906	45
102908	249
102909	118
102910	541
102920	567
102927	0
102933	83
102935	0
102936	3
102938	1
102941	956
102947	551
102952	0
102953	924
102957	2
102960	205
102964	2
102966	4916
102970	31
102973	1478
102976	114
102980	1100
102985	2508
102989	968
102996	23
102998	171
102999	756
103002	168
103006	13
103009	4
103012	12
103015	18
103016	1
103023	1362
103028	507
103031	5
103032	4
103033	34
103034	35
103039	220
103041	441
103043	0
103044	0
103045	0
103048	1418
103049	291
103050	5
103059	21
103060	300
103061	0
103062	34
103063	1263
103064	936
103065	260
103073	4
103080	556
103103	153
103108	356
103112	51
103113	1
103114	0
103119	2
103121	0
103122	0
103127	524
103129	7
103130	5
103131	9
103132	2017
103133	2
103134	3
103135	22
103136	6
103138	580
103143	160
103145	1
103147	14419
103149	3153
103153	1
103155	0
103156	5
103157	2668
103158	333
103162	342
103167	1748
103172	21
103174	0
103175	2
103176	0
103177	0
103179	17
103180	479
103186	0
103189	26
103191	0
103193	3
103205	127
103209	1098
103215	1366
103222	5693
103230	3265
103236	443
103252	168
103273	1623
103275	1330
103276	0
103282	1494
103286	1
103291	654
103302	1386
103303	1281
103311	1429
103312	754
103321	638
103322	648
103330	0
103335	3
103336	7
103348	407
103350	2348
103356	1458
103364	0
103366	84
103372	4219
103376	278
103393	47
103394	1
103395	7
103403	0
103411	53
103421	231
103423	1
103437	60
103438	254
103442	457
103446	271
103447	228
103451	345
103455	389
103458	7
103459	0
103463	63
103470	2
103482	361
103487	332
103498	1173
103506	900
103517	767
103537	226
103555	879
103560	25
103563	139
103576	2
103579	3039
103594	395
103597	180
103599	537
103613	57
103614	87
103618	845
103625	1024
103651	4
103653	1
103655	1389
103660	23
103668	36
103669	984
103671	656
103683	11
103694	1087
103695	9
103703	554
103712	0
103715	2
103720	1065
103725	0
103739	238
103740	434
103745	576
103747	230
103751	961
103754	1102
103755	53
103756	2916
103761	127
103771	775
103772	25
103774	47
103778	43
103798	0
103799	3438
103801	14
103804	815
103812	460
103813	116
103822	387
103825	217
103827	1
103844	3492
103850	1993
103852	1663
103853	405
103861	8980
103863	0
103865	1577
103866	184
103886	4916
103898	91
103900	25
103907	96
103917	556
103920	1466
103930	167
103937	1174
103947	1046
103949	315
103951	982
103959	31
103960	231
103973	41
103993	633
103995	2713
104000	509
104004	3293
104015	478
104016	336
104021	514
104046	6
104050	25
104054	2
104059	8
104060	0
104061	10
104064	9
104067	2
104071	8
104072	4404
104073	128
104075	251
104077	562
104079	1
104081	0
104084	298
104089	322
104097	48
104102	7
104103	276
104104	186
104106	265
104109	0
104115	664
104116	1
104117	38
104118	5
104121	733
104132	184
104135	697
104137	80
104140	188
104141	1027
104152	3813
104156	342
104157	1
104159	214
104161	5047
104168	12
104171	13
104173	19
104174	1071
104175	1
104179	37
104180	77
104181	13
104182	167
104197	11
104199	188
104200	111
104201	0
104202	0
104203	736
104206	1
104207	268
104209	0
104211	88
104215	30
104217	313
104219	479
104220	139
104222	591
104227	1025
104228	0
104230	2701
104231	2027
104239	403
104243	1
104251	324
104260	2
104261	32
104263	16
104272	19
104276	660
104277	8646
104286	0
104288	365
104289	0
104291	359
104292	1
104293	3
104294	0
104295	1811
104301	0
104302	1
104304	45
104310	158
104313	0
104318	17
104320	640
104322	3609
104325	404
104333	490
104334	700
104335	1
104336	3
104343	0
104351	1
104353	33
104354	0
104356	989
104359	185
104364	2055
104368	2
104369	0
104370	543
104372	80
104373	0
104377	105
104380	32
104382	385
104390	2113
104393	395
104394	226
104395	323
104399	3
104400	1114
104401	4927
104413	444
104415	563
104418	110
104419	73
104421	0
104422	624
104423	7
104425	1
104435	0
104437	1160
104438	45
104448	7
104451	443
104454	920
104455	9
104458	17
104461	2865
104463	384
104469	1473
104474	1519
104490	1064
104491	12732
104494	254
104495	2914
104501	10
104511	392
104513	734
104514	76
104533	0
104535	589
104541	736
104547	394
104549	1064
104551	1
104556	16
104557	56
104573	1374
104576	0
104577	9
104584	80
104585	1
104592	0
104593	5
104595	1758
104599	350
104601	352
104606	2647
104609	495
104617	666
104623	2028
104639	4120
104643	1692
104651	308
104659	331
104661	31
104664	9997
104683	417
104684	6
104691	1841
104695	2
104704	1726
104707	770
104715	238
104716	1
104721	1177
104741	422
104744	1451
104750	43
104762	446
104785	3287
104786	1730
104790	886
104795	1
104797	4107
104803	741
104807	397
104816	1
104820	261
104831	1529
104838	181
104842	1489
104856	1852
104867	253
104878	1616
104879	860
104890	286
104898	1132
104907	265
104911	315
104923	0
104925	245
104927	8
104939	5
104942	940
104952	75
104958	502
104968	411
104972	729
104978	1862
104994	214
105003	2086
105011	619
105019	350
105026	396
105027	124
105031	961
105035	1871
105051	643
105054	4227
105055	1344
105062	55
105070	359
105072	208
105077	399
105079	174
105081	1134
105092	14
105106	557
105133	2
105143	6
105147	568
105150	6
105154	0
105155	1
105156	0
105157	0
105158	286
105165	1
105167	28
105171	27
105173	0
105174	3
105176	0
105187	0
105189	2655
105190	2974
105191	597
105192	1545
105196	491
105202	4967
105206	1
105216	1368
105220	476
105221	422
105222	1662
105223	885
105224	534
105233	8
105237	2
105238	86
105239	672
105242	7
105246	1
105247	6
105251	1220
105255	215
105260	389
105263	673
105269	194
105275	234
105279	0
105282	61
105286	9
105287	12
105288	124
105290	3
105291	297
105311	384
105313	218
105315	4998
105328	1
105330	327
105336	5
105338	0
105342	247
105346	15
105349	416
105351	2418
105356	33
105363	6
105379	13
105381	657
105383	0
105385	0
105386	296
105389	498
105391	0
105393	135
105401	15
105405	1
105406	10
105407	505
105408	9
105409	1456
105420	13
105423	2339
105432	3333
105444	9900
105445	161
105447	18
105448	0
105449	52
105454	409
105455	147
105457	2
105458	0
105465	11
105466	289
105467	0
105475	14301
105479	1036
105483	3
105488	0
105504	2468
105514	13
105515	174
105518	1186
105520	450
105524	0
105532	0
105533	1024
105535	374
105537	0
105538	191
105540	20
105553	11
105556	61
105557	2222
105565	359
105589	14592
105593	717
105597	652
105613	1148
105617	179
105623	6840
105628	191
105631	562
105636	1055
105643	2683
105647	354
105650	953
105652	3
105676	168
105682	438
105692	962
105701	119
105707	0
105709	1008
105710	8
105718	7
105722	21
105729	6
105748	0
105752	0
105763	5
105765	69
105768	13
105771	451
105775	281
105784	80
105785	9
105787	28
105788	44
105798	176
105804	24
105805	337
105806	60
105808	0
105810	567
105816	1159
105820	7
105823	70
105832	1547
105834	296
105838	157
105840	169
105843	0
105844	186
105847	292
105848	148
105849	394
105851	110
105854	922
105860	2374
105863	265
105864	311
105866	206
105867	0
105868	25
105870	275
105874	36
105880	70
105882	0
105884	0
105888	77
105891	1339
105894	66
105904	223
105911	824
105912	0
105917	1327
105924	9
105931	60
105938	853
105956	535
105968	655
105969	16
105970	1162
105975	110
105977	0
105978	271
105979	144
105980	387
105983	5
105984	520
105989	3
105994	12484
106009	1251
106014	1204
106016	634
106018	434
106023	1188
106024	32
106029	220
106035	2
106037	2804
106039	8722
106041	12
106043	160
106048	1612
106049	16
106051	331
106055	140
106064	417
106067	947
106081	2496
106082	235
106089	135
106107	0
106108	1435
106111	668
106113	9452
106116	219
106118	1496
106120	772
106129	93
106130	1771
106131	4
106138	117
106145	409
106147	767
106148	227
106150	757
106151	0
106152	22
106154	69
106155	235
106160	204
106161	115
106164	185
106168	11
106171	7850
106178	16
106181	167
106205	1025
106219	261
106223	3753
106229	24
106236	15
106237	1130
106242	100
106244	336
106245	2
106248	383
106249	454
106250	708
106251	32
106252	15
106253	11
106258	5
106259	26
106267	2
106270	12
106272	949
106274	87
106276	471
106283	770
106287	311
106294	506
106296	8
106297	1723
106306	613
106308	13
106309	426
106314	71
106315	482
106321	1272
106330	9045
106331	2883
106337	520
106340	333
106342	355
106353	14
106356	710
106357	1869
106362	24
106370	1373
106371	0
106378	243
106391	280
106405	0
106429	230
106437	656
106444	0
106445	0
106450	262
106452	570
106453	0
106457	441
106467	304
106470	0
106471	1764
106473	848
106475	4
106476	36
106479	1
106480	0
106482	0
106484	240
106486	0
106487	2
106488	121
106490	0
106491	370
106492	0
106493	0
106494	1
106499	0
106512	10
106516	9
106531	865
106533	1238
106537	0
106538	128
106539	66
106554	1
106556	1029
106564	0
106569	252
106570	326
106575	343
106576	225
106583	0
106584	34
106586	1747
106591	138
106595	2385
106603	956
106604	2
106605	415
106606	354
106607	7
106615	160
106617	2098
106623	291
106624	1
106625	235
106626	359
106627	309
106636	36
106640	520
106641	170
106642	124
106645	760
106646	2036
106647	2125
106649	35
106654	13
106657	230
106659	3
106660	25
106661	22
106662	2
106676	20
106677	93
106680	617
106684	0
106686	1613
106695	185
106697	15
106706	333
106720	138
106730	3702
106731	245
106743	926
106744	436
106755	191
106761	2050
106769	1414
106781	3554
106797	484
106798	1330
106801	1300
106812	0
106818	1846
106821	38
106828	127
106829	960
106834	6746
106868	0
106869	0
106874	681
106877	9
106879	98
106885	612
106895	311
106897	0
106900	16
106928	0
106936	19
106939	33
106947	2
106951	870
106958	171
106960	0
106962	1912
106981	270
106982	971
106998	1
107002	466
107003	13
107005	2781
107007	2
107008	4
107011	731
107012	642
107014	56
107031	57
107032	0
107035	104
107037	87
107042	161
107045	396
107055	2130
107058	406
107068	10
107070	0
107071	0
107072	4
107073	334
107076	46
107078	837
107082	1582
107107	11
107111	1167
107112	29
107123	316
107124	761
107131	642
107132	1538
107137	371
107140	1271
107141	1
107142	5
107144	391
107146	5
107151	1755
107158	4126
107168	33
107172	31
107185	1
107187	1273
107194	7
107197	185
107202	276
107205	1166
107206	720
107207	0
107208	0
107217	0
107218	35
107229	0
107239	1938
107244	120
107245	10
107253	113
107255	415
107258	1328
107260	1691
107263	1554
107268	2640
107278	1
107279	897
107282	4867
107285	0
107294	471
107297	297
107298	0
107300	3815
107306	0
107323	1016
107325	2403
107329	3
107335	428
107338	1
107339	24
107340	1304
107346	1
107347	4
107349	1
107357	0
107358	0
107360	3
107369	1500
107374	486
107383	1953
107385	828
107386	250
107389	388
107402	879
107420	1456
107436	93
107445	614
107460	779
107463	1575
107464	219
107469	13
107475	1673
107479	194
107483	195
107488	0
107490	1144
107494	618
107495	93
107502	299
107503	291
107507	598
107509	480
107513	5
107523	7
107524	236
107525	84
107526	2
107541	5
107547	1
107551	573
107552	413
107554	473
107564	440
107567	768
107571	1777
107577	516
107591	77
107595	3
107596	8
107601	756
107616	258
107639	1126
107641	0
107644	6
107657	2
107667	43
107669	21
107670	939
107674	6
107680	661
107682	43
107685	5
107689	357
107704	180
107715	1382
107717	0
107742	0
107743	94
107745	0
107768	365
107773	597
107775	2603
107776	20387
107779	305
107780	129
107781	866
107784	16912
107793	786
107796	209
107802	219
107805	1095
107811	4
107814	9
107835	51
107843	26
107844	15
107846	0
107848	305
107850	1254
107852	66
107853	141
107855	52
107856	32
107857	719
107858	386
107866	88
107867	0
107868	0
107869	11
107871	1153
107881	686
107888	1233
107896	1
107900	420
107901	218
107913	0
107914	28
107918	182
107934	1724
107935	3
107936	1277
107938	514
107947	522
107949	2
107960	17
107961	0
107962	203
107971	0
107972	7
107973	332
107974	19
107996	196
107998	5
108003	1
108005	526
108007	1
108010	170
108011	0
108012	2
108013	20
108014	360
108018	27
108024	7
108025	15
108046	41
108066	1214
108069	1400
108075	15
108081	255
108082	874
108087	1095
108089	751
108090	649
108096	303
108132	1321
108133	878
108143	6343
108144	1072
108145	377
108155	37
108156	4
108157	813
108158	562
108160	14
108164	1000
108180	935
108182	8
108183	497
108185	0
108188	83
108191	73
108193	161
108199	299
108201	1016
108202	859
108208	535
108211	347
108216	318
108227	135
108231	789
108232	0
108233	224
108235	5852
108238	372
108251	1
108261	615
108263	1397
108271	222
108278	248
108284	1852
108287	751
108288	1077
108290	785
108299	1123
108309	1719
108317	0
108332	382
108333	631
108335	2
108336	7
108339	0
108340	1029
108341	1
108342	1
108343	5
108344	0
108345	1
108346	0
108348	0
108349	1
108354	5
108356	1277
108357	4610
108367	14
108374	48
108378	242
108381	316
108382	18
108383	0
108384	0
108387	1224
108398	1887
108401	393
108405	2404
108409	566
108412	10
108418	0
108419	22
108421	332
108430	186
108431	0
108449	1876
108451	191
108457	1
108458	56
108459	5696
108460	1
108463	1766
108476	357
108477	1415
108479	985
108481	52
108482	970
108502	256
108517	461
108519	428
108524	0
108530	639
108533	1336
108535	651
108537	383
108540	54
108542	1602
108543	4826
108546	32
108548	390
108553	37
108555	913
108557	99
108559	848
108566	0
108570	5
108573	31
108577	13
108580	78
108583	850
108585	6
108586	772
108591	168
108592	3664
108604	1
108605	18
108613	4
108635	366
108637	453
108639	0
108640	2358
108642	0
108645	401
108649	1351
108655	2
108663	1689
108665	2
108667	134
108669	118
108671	359
108672	27
