Id	Count
102377	323
102378	1180
102379	59
102381	293
102382	2655
102383	822
102385	0
102386	5
102401	419
102403	490
102411	106
102414	150
102416	284
102437	547
102441	1
102444	221
102451	1360
102454	17
102458	1016
102461	995
102464	1355
102467	0
102468	76
102476	2521
102482	1631
102487	610
102489	0
102492	6
102497	485
102499	1965
102500	49
102504	34
102512	1998
102521	6
102554	442
102555	738
102559	1198
102561	55
102562	0
102567	6
102572	238
102579	3234
102581	1887
102582	1038
102593	874
102599	726
102603	329
102607	517
102612	692
102616	821
102617	1751
102619	708
102627	900
102637	0
102640	327
102641	685
102648	1985
102650	719
102652	674
102655	1349
102659	988
102668	1000
102672	1357
102673	722
102676	431
102677	11
102680	1
102686	6
102694	1572
102700	5653
102705	329
102711	1960
102723	1180
102735	242
102737	4359
102738	372
102743	1516
102744	1356
102763	287
102766	1248
102769	641
102772	0
102773	1
102774	3
102775	0
102776	645
102778	27
102779	65
102780	0
102785	21
102787	3
102788	6
102789	56
102794	433
102799	604
102813	1725
102816	2692
102820	7
102830	717
102836	0
102837	1538
102846	346
102850	0
102851	15
102855	96
102863	307
102864	46
102870	4183
102871	514
102876	48
102884	1
102887	0
102890	93
102892	124
102901	414
102904	4630
102906	58
102908	68
102909	231
102910	674
102920	545
102927	0
102933	237
102935	0
102936	3
102938	0
102941	740
102947	305
102952	0
102953	1001
102957	1
102960	102
102964	2
102966	6491
102970	36
102973	1241
102976	203
102980	676
102985	1627
102989	944
102996	7
102998	95
102999	157
103002	118
103006	14
103009	0
103012	50
103015	16
103016	1
103023	1295
103028	474
103031	14
103032	0
103033	7
103034	30
103039	551
103041	1050
103043	0
103044	0
103045	0
103048	3763
103049	4425
103050	1
103059	18
103060	374
103061	6
103062	18
103063	1487
103064	1073
103065	413
103073	14
103080	535
103103	83
103108	222
103112	21
103113	0
103114	2
103119	0
103121	0
103122	0
103127	384
103129	5
103130	7
103131	22
103132	2091
103133	0
103134	0
103135	40
103136	11
103138	514
103143	211
103145	5
103147	11720
103149	2430
103153	1
103155	0
103156	8
103157	2175
103158	198
103162	307
103167	1333
103172	25
103174	0
103175	0
103176	0
103177	0
103179	18
103180	677
103186	0
103189	23
103191	0
103193	7
103205	57
103209	873
103215	640
103222	3492
103230	3021
103236	352
103252	163
103273	838
103275	649
103276	1
103282	1140
103286	0
103291	706
103302	1177
103303	1066
103311	1215
103312	624
103321	581
103322	520
103330	0
103335	0
103336	8
103348	305
103350	1474
103356	1079
103364	0
103366	76
103372	1993
103376	205
103393	64
103394	3
103395	35
103403	3
103411	83
103421	138
103423	1
103437	70
103438	216
103442	371
103446	187
103447	182
103451	427
103455	251
103458	3
103459	1
103463	50
103470	2
103482	321
103487	370
103498	1231
103506	637
103517	835
103537	169
103555	824
103560	19
103563	111
103576	3
103579	2114
103594	302
103597	188
103599	419
103613	72
103614	82
103618	1214
103625	1058
103651	34
103653	2
103655	1476
103660	29
103668	21
103669	1292
103671	1450
103683	9
103694	849
103695	7
103703	592
103712	0
103715	2
